"local_path","oss_object_key","content_type","original_size","optimized_size","saved_bytes","saved_percent","cache_control"
"tasks/T02/assets/T02_B05_leaf_drag_base.png","/tasks/T02/assets/T02_B05_leaf_drag_base.png","image/png","2073925","636709","1437216","69.30%","public, max-age=604800"
"tasks/T02/assets/T02_B05_leaf_drag_piece.PNG","/tasks/T02/assets/T02_B05_leaf_drag_piece.PNG","image/png","186020","186020","0","0.00%","public, max-age=604800"
"tasks/T02/assets/T02_B05_windmill_complete_end.png","/tasks/T02/assets/T02_B05_windmill_complete_end.png","image/png","2067104","593228","1473876","71.30%","public, max-age=604800"
"tasks/T02/assets/T02_V00_task_intro_end.png","/tasks/T02/assets/T02_V00_task_intro_end.png","image/png","2982969","688279","2294690","76.93%","public, max-age=604800"
"tasks/T03/frontend/dist/assets/tasks/T03/practice_active.png","/tasks/T03/frontend/dist/assets/tasks/T03/practice_active.png","image/png","833859","833859","0","0.00%","public, max-age=604800"
"tasks/T03/frontend/dist/assets/tasks/T03/practice_idle.png","/tasks/T03/frontend/dist/assets/tasks/T03/practice_idle.png","image/png","820822","820822","0","0.00%","public, max-age=604800"
"tasks/T03/frontend/dist/assets/tasks/T03/scene_background.png","/tasks/T03/frontend/dist/assets/tasks/T03/scene_background.png","image/png","783550","783550","0","0.00%","public, max-age=604800"
"tasks/T03/frontend/dist/assets/tasks/T03/star_active.png","/tasks/T03/frontend/dist/assets/tasks/T03/star_active.png","image/png","82139","82139","0","0.00%","public, max-age=604800"
"tasks/T03/frontend/dist/assets/tasks/T03/star_idle.png","/tasks/T03/frontend/dist/assets/tasks/T03/star_idle.png","image/png","87027","87027","0","0.00%","public, max-age=604800"
"tasks/T03/frontend/dist/assets/tasks/T03/test_active.png","/tasks/T03/frontend/dist/assets/tasks/T03/test_active.png","image/png","833859","833859","0","0.00%","public, max-age=604800"
"tasks/T03/frontend/dist/assets/tasks/T03/test_idle.png","/tasks/T03/frontend/dist/assets/tasks/T03/test_idle.png","image/png","820822","820822","0","0.00%","public, max-age=604800"
"tasks/T04/assets/T04_A01_interaction_base.PNG","/tasks/T04/assets/T04_A01_interaction_base.PNG","image/png","2661821","595826","2065995","77.62%","public, max-age=604800"
"tasks/T04/assets/T04_A02_block_drop_start.png","/tasks/T04/assets/T04_A02_block_drop_start.png","image/png","2722822","701811","2021011","74.22%","public, max-age=604800"
"tasks/T04/assets/T04_A03_strategy_ask_dog.PNG","/tasks/T04/assets/T04_A03_strategy_ask_dog.PNG","image/png","679963","679963","0","0.00%","public, max-age=604800"
"tasks/T04/assets/T04_A03_strategy_question_end.png","/tasks/T04/assets/T04_A03_strategy_question_end.png","image/png","3799509","711300","3088209","81.28%","public, max-age=604800"
"tasks/T04/assets/T04_A03_strategy_rebuild.PNG","/tasks/T04/assets/T04_A03_strategy_rebuild.PNG","image/png","601154","601154","0","0.00%","public, max-age=604800"
"tasks/T04/assets/T04_A03_strategy_stop_building.PNG","/tasks/T04/assets/T04_A03_strategy_stop_building.PNG","image/png","582739","582739","0","0.00%","public, max-age=604800"
"tasks/T04/assets/T04_A03_strategy_unknown.PNG","/tasks/T04/assets/T04_A03_strategy_unknown.PNG","image/png","763832","763832","0","0.00%","public, max-age=604800"
"tasks/T04/assets/T04_A04_interaction_base.PNG","/tasks/T04/assets/T04_A04_interaction_base.PNG","image/png","3108796","719601","2389195","76.85%","public, max-age=604800"
"tasks/T04/assets/T04_A04_repair_base.png","/tasks/T04/assets/T04_A04_repair_base.png","image/png","3290373","725640","2564733","77.95%","public, max-age=604800"
"tasks/T04/assets/T04_A05_negative_feedback_start.PNG","/tasks/T04/assets/T04_A05_negative_feedback_start.PNG","image/png","2709433","604398","2105035","77.69%","public, max-age=604800"
"tasks/T04/assets/T04_A06_strategy2_question_end.png","/tasks/T04/assets/T04_A06_strategy2_question_end.png","image/png","3681606","707703","2973903","80.78%","public, max-age=604800"
"tasks/T04/assets/T04_A06_strategy2_question_start.PNG","/tasks/T04/assets/T04_A06_strategy2_question_start.PNG","image/png","2709433","604398","2105035","77.69%","public, max-age=604800"
"tasks/T04/assets/T04_A07_strategy_ask_dog.PNG","/tasks/T04/assets/T04_A07_strategy_ask_dog.PNG","image/png","667397","667397","0","0.00%","public, max-age=604800"
"tasks/T04/assets/T04_A07_strategy_check_castle.PNG","/tasks/T04/assets/T04_A07_strategy_check_castle.PNG","image/png","548244","548244","0","0.00%","public, max-age=604800"
"tasks/T04/assets/T04_A07_strategy_stop.PNG","/tasks/T04/assets/T04_A07_strategy_stop.PNG","image/png","582739","582739","0","0.00%","public, max-age=604800"
"tasks/T04/assets/T04_A07_strategy_unknown.PNG","/tasks/T04/assets/T04_A07_strategy_unknown.PNG","image/png","763832","763832","0","0.00%","public, max-age=604800"
"tasks/T04/assets/T04_A08_help_block_start.png","/tasks/T04/assets/T04_A08_help_block_start.png","image/png","3439893","718469","2721424","79.11%","public, max-age=604800"
"tasks/T04/assets/T04_A09_interaction_base.PNG","/tasks/T04/assets/T04_A09_interaction_base.PNG","image/png","2709197","601710","2107487","77.79%","public, max-age=604800"
"tasks/T04/assets/T04_A10_complete_feedback_end.png","/tasks/T04/assets/T04_A10_complete_feedback_end.png","image/png","1195039","468695","726344","60.78%","public, max-age=604800"
"tasks/T04/assets/T04_A10_complete_feedback_start.png","/tasks/T04/assets/T04_A10_complete_feedback_start.png","image/png","3333062","697911","2635151","79.06%","public, max-age=604800"
"tasks/T04/assets/T04_red_flag_without_base_transparent.png","/tasks/T04/assets/T04_red_flag_without_base_transparent.png","image/png","274995","274995","0","0.00%","public, max-age=604800"
"tasks/T04/assets/T04_second_blue_block_transparent.png","/tasks/T04/assets/T04_second_blue_block_transparent.png","image/png","790055","790055","0","0.00%","public, max-age=604800"
"tasks/T04/assets/T04_top_yellow_block_transparent.png","/tasks/T04/assets/T04_top_yellow_block_transparent.png","image/png","786286","786286","0","0.00%","public, max-age=604800"
"tasks/T04/assets/T04_V00_intro_start.png","/tasks/T04/assets/T04_V00_intro_start.png","image/png","1783741","535665","1248076","69.97%","public, max-age=604800"
"tasks/T05/assets/t05a-cause.png","/tasks/T05/assets/t05a-cause.png","image/png","1625487","474633","1150854","70.80%","public, max-age=604800"
"tasks/T05/assets/t05a-emotion.png","/tasks/T05/assets/t05a-emotion.png","image/png","1541496","444988","1096508","71.13%","public, max-age=604800"
"tasks/T05/assets/t05b-location.png","/tasks/T05/assets/t05b-location.png","image/png","1007524","1007524","0","0.00%","public, max-age=604800"
"tasks/T05/assets/t05b-memory.png","/tasks/T05/assets/t05b-memory.png","image/png","1007524","1007524","0","0.00%","public, max-age=604800"
"tasks/T05/assets/t05b-reality.png","/tasks/T05/assets/t05b-reality.png","image/png","1589465","478896","1110569","69.87%","public, max-age=604800"
"tasks/T05/assets/t05b-reason.png","/tasks/T05/assets/t05b-reason.png","image/png","1712279","604424","1107855","64.70%","public, max-age=604800"
"tasks/T05/T05A-连续流程截图.png","/tasks/T05/T05A-连续流程截图.png","image/png","103064","103064","0","0.00%","public, max-age=604800"
"tasks/T05/T05B-流程截图.png","/tasks/T05/T05B-流程截图.png","image/png","106138","106138","0","0.00%","public, max-age=604800"
"tasks/T06/assets/frames/T06-A-03.png","/tasks/T06/assets/frames/T06-A-03.png","image/png","1767522","532317","1235205","69.88%","public, max-age=604800"
"tasks/T06/assets/frames/T06-A-04.png","/tasks/T06/assets/frames/T06-A-04.png","image/png","1828037","586917","1241120","67.89%","public, max-age=604800"
"tasks/T06/assets/frames/T06-B-03.png","/tasks/T06/assets/frames/T06-B-03.png","image/png","1729454","477439","1252015","72.39%","public, max-age=604800"
"tasks/T06/assets/frames/T06-B-04.png","/tasks/T06/assets/frames/T06-B-04.png","image/png","2094215","692971","1401244","66.91%","public, max-age=604800"
"tasks/T07/dist/assets/T07/T07-A-02.png","/tasks/T07/dist/assets/T07/T07-A-02.png","image/png","1952686","619785","1332901","68.26%","public, max-age=604800"
"tasks/T07/dist/assets/T07/T07-A-05.png","/tasks/T07/dist/assets/T07/T07-A-05.png","image/png","2305167","727987","1577180","68.42%","public, max-age=604800"
"tasks/T07/dist/assets/T07/T07-B-02.png","/tasks/T07/dist/assets/T07/T07-B-02.png","image/png","2371116","690067","1681049","70.90%","public, max-age=604800"
"tasks/T07/dist/assets/T07/T07-B-05.png","/tasks/T07/dist/assets/T07/T07-B-05.png","image/png","2234005","671263","1562742","69.95%","public, max-age=604800"
"tasks/T08/assets/T08-A-02.png","/tasks/T08/assets/T08-A-02.png","image/png","2081155","579509","1501646","72.15%","public, max-age=604800"
"tasks/T08/assets/T08-A-04.png","/tasks/T08/assets/T08-A-04.png","image/png","2163860","636367","1527493","70.59%","public, max-age=604800"
"tasks/T08/assets/T08-B-02.png","/tasks/T08/assets/T08-B-02.png","image/png","2049109","582935","1466174","71.55%","public, max-age=604800"
"tasks/T08/assets/T08-B-04.png","/tasks/T08/assets/T08-B-04.png","image/png","1840149","545332","1294817","70.36%","public, max-age=604800"
"tasks/T08/assets/T08-P1.png","/tasks/T08/assets/T08-P1.png","image/png","1989844","555090","1434754","72.10%","public, max-age=604800"
"tasks/T09/assets/T09-A视频音频首尾帧/T09_A03_owner_cards_all.png","/tasks/T09/assets/T09-A视频音频首尾帧/T09_A03_owner_cards_all.png","image/png","1936070","569261","1366809","70.60%","public, max-age=604800"
"tasks/T09/assets/T09-A视频音频首尾帧/T09_A04_action_choices_shuffled.jpg","/tasks/T09/assets/T09-A视频音频首尾帧/T09_A04_action_choices_shuffled.jpg","image/jpeg","194691","194691","0","0.00%","public, max-age=604800"
"tasks/T09/assets/T09-A视频音频首尾帧/T09_A05_reason_choices_all.png","/tasks/T09/assets/T09-A视频音频首尾帧/T09_A05_reason_choices_all.png","image/png","2083398","695216","1388182","66.63%","public, max-age=604800"
"tasks/T09/assets/T09-B视频音频首尾帧/T09_B03_1_quantity_choices_all.png","/tasks/T09/assets/T09-B视频音频首尾帧/T09_B03_1_quantity_choices_all.png","image/png","1761017","580594","1180423","67.03%","public, max-age=604800"
"tasks/T09/assets/T09-B视频音频首尾帧/T09_B03_2_waiting_child_choices_all.png","/tasks/T09/assets/T09-B视频音频首尾帧/T09_B03_2_waiting_child_choices_all.png","image/png","1969729","627939","1341790","68.12%","public, max-age=604800"
"tasks/T09/assets/T09-B视频音频首尾帧/T09_B04_action_choices_all.png","/tasks/T09/assets/T09-B视频音频首尾帧/T09_B04_action_choices_all.png","image/png","2064284","664313","1399971","67.82%","public, max-age=604800"
"tasks/T09/assets/T09-B视频音频首尾帧/T09_B05_reason_choices_shuffled.png","/tasks/T09/assets/T09-B视频音频首尾帧/T09_B05_reason_choices_shuffled.png","image/png","1874403","596978","1277425","68.15%","public, max-age=604800"
"tasks/T10/assets/T10-A-02.png","/tasks/T10/assets/T10-A-02.png","image/png","1956478","558287","1398191","71.46%","public, max-age=604800"
"tasks/T10/assets/T10-A-03.png","/tasks/T10/assets/T10-A-03.png","image/png","1975342","601748","1373594","69.54%","public, max-age=604800"
"tasks/T10/assets/T10-A-04.png","/tasks/T10/assets/T10-A-04.png","image/png","2024392","556747","1467645","72.50%","public, max-age=604800"
"tasks/T10/assets/T10-B-02.png","/tasks/T10/assets/T10-B-02.png","image/png","1736657","490404","1246253","71.76%","public, max-age=604800"
"tasks/T10/assets/T10-B-03.png","/tasks/T10/assets/T10-B-03.png","image/png","1928430","595656","1332774","69.11%","public, max-age=604800"
"tasks/T10/assets/T10-B-04.png","/tasks/T10/assets/T10-B-04.png","image/png","1937378","573555","1363823","70.40%","public, max-age=604800"
